Numéro du conseil|Nom du conseil|Numéro de l’école|Nom de l’école|Niveau de l’école|Type d’école|Langue de l’école|Effectif
B66303|CS Viamonde|165468|Académie de la Moraine|Élémentaire|Publique|Français|215
B66303|CS Viamonde|165409|Académie de la Tamise|Élémentaire|Publique|Français|294
B66303|CS Viamonde|918997|Collège français secondaire|Secondaire|Publique|Français|196
B66303|CS Viamonde|117382|Collège français élémentaire|Élémentaire|Publique|Français|97
B66303|CS Viamonde|023549|É Élém Académie Alexandre-Dumas|Élémentaire|Publique|Français|165
B66303|CS Viamonde|156167|É Élém Antonine Maillet|Élémentaire|Publique|Français|185
B66303|CS Viamonde|165441|É Élém Carrefour des Jeunes|Élémentaire|Publique|Français|474
B66303|CS Viamonde|004367|É Élém Champlain|Élémentaire|Publique|Français|95
B66303|CS Viamonde|447621|É Élém Charles-Sauriol|Élémentaire|Publique|Français|217
B66303|CS Viamonde|165204|É Élém Confédération|Élémentaire|Publique|Français|39
B66303|CS Viamonde|532816|É Élém Franco-Jeunesse|Élémentaire|Publique|Français|15
B66303|CS Viamonde|194069|É Élém Félix-Leclerc|Élémentaire|Publique|Français|285
B66303|CS Viamonde|165212|É Élém Gabriel-Dumont|Élémentaire|Publique|Français|109
B66303|CS Viamonde|497134|É Élém Gabrielle-Roy|Élémentaire|Publique|Français|264
B66303|CS Viamonde|156264|É Élém Georges-P-Vanier|Élémentaire|Publique|Français|56
B66303|CS Viamonde|165417|É Élém Horizon Jeunesse|Élémentaire|Publique|Français|310
B66303|CS Viamonde|282260|É Élém Jeanne-Lajoie|Élémentaire|Publique|Français|466
B66303|CS Viamonde|156183|É Élém Jeunes sans frontières|Élémentaire|Publique|Français|172
B66303|CS Viamonde|165395|É Élém L'Envolée|Élémentaire|Publique|Français|229
B66303|CS Viamonde|156256|É Élém L'Harmonie|Élémentaire|Publique|Français|296
B66303|CS Viamonde|419354|É Élém L'Héritage|Élémentaire|Publique|Français|142
B66303|CS Viamonde|165450|É Élém L'Odyssée|Élémentaire|Publique|Français|126
B66303|CS Viamonde|302481|É Élém La Fontaine|Élémentaire|Publique|Français|147
B66303|CS Viamonde|019735|É Élém La Mosaïque|Élémentaire|Publique|Français|400
B66303|CS Viamonde|032247|É Élém La Source|Élémentaire|Publique|Français|361
B66303|CS Viamonde|165000|É Élém LaMarsh|Élémentaire|Publique|Français|155
B66303|CS Viamonde|309192|É Élém Laure-Rièse|Élémentaire|Publique|Français|193
B66303|CS Viamonde|442869|É Élém Le Caron|Élémentaire|Publique|Français|28
B66303|CS Viamonde|311090|É Élém Les Rapides|Élémentaire|Publique|Français|164
B66303|CS Viamonde|480785|É Élém Louise-Charron|Élémentaire|Publique|Français|78
B66303|CS Viamonde|328910|É Élém Maison Montessori|Élémentaire|Publique|Français|170
B66303|CS Viamonde|010340|É Élém Marie-Curie|Élémentaire|Publique|Français|499
B66303|CS Viamonde|298572|É Élém Michel-Gratton|Élémentaire|Publique|Français|59
B66303|CS Viamonde|232544|É Élém Norval-Morrisseau|Élémentaire|Publique|Français|54
B66303|CS Viamonde|164941|É Élém Nouvel Horizon|Élémentaire|Publique|Français|151
B66303|CS Viamonde|619655|É Élém Patricia-Picknell|Élémentaire|Publique|Français|257
B66303|CS Viamonde|165484|É Élém Pavillon de la jeunesse|Élémentaire|Publique|Français|233
B66303|CS Viamonde|165476|É Élém Pierre-Elliott-Trudeau|Élémentaire|Publique|Français|332
B66303|CS Viamonde|165425|É Élém Renaissance|Élémentaire|Publique|Français|208
B66303|CS Viamonde|412543|É Élém Roméo Dallaire|Élémentaire|Publique|Français|71
B66303|CS Viamonde|298133|É Élém Ronald-Marion|Élémentaire|Publique|Français|309
B66303|CS Viamonde|588462|É Élém Toronto Ouest|Élémentaire|Publique|Français|109
B66303|CS Viamonde|629646|É Élém des Quatre-Rivières|Élémentaire|Publique|Français|130
B66303|CS Viamonde|426502|É Élém du Chêne|Élémentaire|Publique|Français|121
B66303|CS Viamonde|572312|É Élém École élémentaire Gaetan-Gervais|Élémentaire|Publique|Français|54
B66303|CS Viamonde|186910|É Élém Étienne-Brûlé|Élémentaire|Publique|Français|164
B66303|CS Viamonde|530476|ÉP Saint-Joseph|Élémentaire|Publique|Français|162
B66303|CS Viamonde|907553|ÉS Confédération|Secondaire|Publique|Français|66
B66303|CS Viamonde|909858|ÉS Franco-Jeunesse|Secondaire|Publique|Français|18
B66303|CS Viamonde|910554|ÉS Gabriel-Dumont|Secondaire|Publique|Français|103
B66303|CS Viamonde|914723|ÉS Gaétan Gervais|Secondaire|Publique|Français|65
B66303|CS Viamonde|907308|ÉS Georges-P-Vanier|Secondaire|Publique|Français|103
B66303|CS Viamonde|907642|ÉS Jeunes sans frontières|Secondaire|Publique|Français|271
B66303|CS Viamonde|934852|ÉS Le Caron|Secondaire|Publique|Français|146
B66303|CS Viamonde|961008|ÉS Michel-Gratton|Secondaire|Publique|Français|77
B66303|CS Viamonde|896889|ÉS Norval-Morrisseau|Secondaire|Publique|Français|48
B66303|CS Viamonde|925326|ÉS Roméo Dallaire|Secondaire|Publique|Français|152
B66303|CS Viamonde|901037|ÉS Ronald-Marion|Secondaire|Publique|Français|56
B66303|CS Viamonde|952803|ÉS Toronto Ouest|Secondaire|Publique|Français|105
B66303|CS Viamonde|907588|ÉS Étienne-Brûlé|Secondaire|Publique|Français|313
B28118|CSD du Grand Nord de l'Ontario|164925|ÉP Villa Française des Jeunes|Élémentaire|Publique|Français|<10
B28118|CSD du Grand Nord de l'Ontario|138720|ÉP de la Rivière-des-Français|Élémentaire|Publique|Français|22
B28118|CSD du Grand Nord de l'Ontario|912573|ÉS Château-Jeunesse|Secondaire|Publique|Français|25
B28118|CSD du Grand Nord de l'Ontario|924792|ÉS Cité-Supérieure|Secondaire|Publique|Français|16
B28118|CSD du Grand Nord de l'Ontario|907448|ÉS Hanmer|Secondaire|Publique|Français|84
B28118|CSD du Grand Nord de l'Ontario|907570|ÉS Macdonald-Cartier|Secondaire|Publique|Français|325
B28118|CSD du Grand Nord de l'Ontario|965570|ÉS Villa Française des Jeunes|Secondaire|Publique|Français|17
B28118|CSD du Grand Nord de l'Ontario|911100|ÉS de la Rivière-des-Français|Secondaire|Publique|Français|59
B28118|CSD du Grand Nord de l'Ontario|890817|ÉS l'Orée des Bois|Secondaire|Publique|Français|35
B28118|CSD du Grand Nord de l'Ontario|955622|École Cap sur l'Avenir|Secondaire|Publique|Français|74
B28118|CSD du Grand Nord de l'Ontario|342432|École publique Camille-Perron|Élémentaire|Publique|Français|87
B28118|CSD du Grand Nord de l'Ontario|568961|École publique Foyer-Jeunesse|Élémentaire|Publique|Français|196
B28118|CSD du Grand Nord de l'Ontario|332100|École publique Franco-Manitou|Élémentaire|Publique|Français|33
B28118|CSD du Grand Nord de l'Ontario|460338|École publique Franco-Nord|Élémentaire|Publique|Français|79
B28118|CSD du Grand Nord de l'Ontario|242853|École publique Hanmer|Élémentaire|Publique|Français|51
B28118|CSD du Grand Nord de l'Ontario|157325|École publique Hélène-Gravel|Élémentaire|Publique|Français|235
B28118|CSD du Grand Nord de l'Ontario|408735|École publique Jean-Éthier-Blais|Élémentaire|Publique|Français|308
B28118|CSD du Grand Nord de l'Ontario|282898|École publique Jeanne-Sauvé|Élémentaire|Publique|Français|108
B28118|CSD du Grand Nord de l'Ontario|327425|École publique Macdonald-Cartier|Élémentaire|Publique|Français|137
B28118|CSD du Grand Nord de l'Ontario|164909|École publique Pavillon-de-l'Avenir|Élémentaire|Publique|Français|136
B28118|CSD du Grand Nord de l'Ontario|174882|École publique de la Découverte|Élémentaire|Publique|Français|232
B28118|CSD du Grand Nord de l'Ontario|025977|École publique l'Escalade|Élémentaire|Publique|Français|<10
B28118|CSD du Grand Nord de l'Ontario|539197|École publique Écho-des-Rapides|Élémentaire|Publique|Français|38
B28100|CSD du Nord-Est de l'Ontario|111532|ÉEP Passeport Jeunesse|Élémentaire|Publique|Français|85
B28100|CSD du Nord-Est de l'Ontario|260926|ÉEP des Navigateurs|Élémentaire|Publique|Français|164
B28100|CSD du Nord-Est de l'Ontario|067321|ÉP Héritage|Élémentaire|Publique|Français|399
B28100|CSD du Nord-Est de l'Ontario|199737|ÉP Jeunesse-Active|Élémentaire|Publique|Français|215
B28100|CSD du Nord-Est de l'Ontario|165182|ÉP Le Coeur du Nord|Élémentaire|Publique|Français|247
B28100|CSD du Nord-Est de l'Ontario|314242|ÉP Lionel-Gauthier|Élémentaire|Publique|Français|246
B28100|CSD du Nord-Est de l'Ontario|469165|ÉP Pavillon Renaissance|Élémentaire|Publique|Français|50
B28100|CSD du Nord-Est de l'Ontario|156230|ÉP Étoile du Nord|Élémentaire|Publique|Français|67
B28100|CSD du Nord-Est de l'Ontario|902306|ÉS Cochrane|Secondaire|Publique|Français|124
B28100|CSD du Nord-Est de l'Ontario|946117|ÉS Northern|Secondaire|Publique|Français|87
B28100|CSD du Nord-Est de l'Ontario|922870|ÉS Renaissance|Secondaire|Publique|Français|84
B28100|CSD du Nord-Est de l'Ontario|918296|ÉS l'Alliance|Secondaire|Publique|Français|51
B28100|CSD du Nord-Est de l'Ontario|909335|ÉS publique Odyssée|Secondaire|Publique|Français|93
B28100|CSD du Nord-Est de l'Ontario|919055|ÉSP Echo du Nord|Secondaire|Publique|Français|58
B28100|CSD du Nord-Est de l'Ontario|126258|École élémentaire publique Odyssée|Élémentaire|Publique|Français|42
B67318|CSDC Centre-Sud|781231|ÉIC Jean-Vanier|Élémentaire|Catholique|Français|61
B67318|CSDC Centre-Sud|705128|ÉIC Monseigneur-de-Charbonnel|Élémentaire|Catholique|Français|139
B67318|CSDC Centre-Sud|766928|ÉIC Mère-Teresa|Élémentaire|Catholique|Français|114
B67318|CSDC Centre-Sud|705497|ÉIC Nouvelle-Alliance|Élémentaire|Catholique|Français|166
B67318|CSDC Centre-Sud|750468|ÉIC Père-René-de-Galinée|Élémentaire|Catholique|Français|191
B67318|CSDC Centre-Sud|739984|ÉIC Renaissance|Élémentaire|Catholique|Français|263
B67318|CSDC Centre-Sud|704997|ÉIC Saint-Charles-Garnier|Élémentaire|Catholique|Français|180
B67318|CSDC Centre-Sud|735092|ÉIC Saint-Frère-André|Élémentaire|Catholique|Français|103
B67318|CSDC Centre-Sud|772491|ÉIC Sainte-Famille|Élémentaire|Catholique|Français|250
B67318|CSDC Centre-Sud|839486|ÉIC Sainte-Trinité|Élémentaire|Catholique|Français|171
B67318|CSDC Centre-Sud|683922|ÉSAC Mère-Teresa|Secondaire|Catholique|Français|172
B67318|CSDC Centre-Sud|782017|ÉSC Jean-Vanier|Secondaire|Catholique|Français|484
B67318|CSDC Centre-Sud|733458|ÉSC Monseigneur-de-Charbonnel|Secondaire|Catholique|Français|274
B67318|CSDC Centre-Sud|740390|ÉSC Nouvelle-Alliance|Secondaire|Catholique|Français|243
B67318|CSDC Centre-Sud|751073|ÉSC Père-René-de-Galinée|Secondaire|Catholique|Français|310
B67318|CSDC Centre-Sud|705357|ÉSC Renaissance|Secondaire|Catholique|Français|387
B67318|CSDC Centre-Sud|706477|ÉSC Saint-Charles-Garnier|Secondaire|Catholique|Français|333
B67318|CSDC Centre-Sud|691950|ÉSC Saint-Frère-André|Secondaire|Catholique|Français|81
B67318|CSDC Centre-Sud|790001|ÉSC Sainte-Famille|Secondaire|Catholique|Français|527
B67318|CSDC Centre-Sud|865368|ÉSC Sainte-Trinité|Secondaire|Catholique|Français|91
B67318|CSDC Centre-Sud|789369|ÉÉC Ange-Gabriel|Élémentaire|Catholique|Français|353
B67318|CSDC Centre-Sud|694100|ÉÉC Cardinal-Léger|Élémentaire|Catholique|Français|301
B67318|CSDC Centre-Sud|699764|ÉÉC Corpus-Christi|Élémentaire|Catholique|Français|279
B67318|CSDC Centre-Sud|732080|ÉÉC Etobicoke (Richview)|Élémentaire|Catholique|Français|76
B67318|CSDC Centre-Sud|707910|ÉÉC Frère-André|Élémentaire|Catholique|Français|383
B67318|CSDC Centre-Sud|707970|ÉÉC Georges-Étienne-Cartier|Élémentaire|Catholique|Français|411
B67318|CSDC Centre-Sud|722510|ÉÉC Immaculée-Conception|Élémentaire|Catholique|Français|242
B67318|CSDC Centre-Sud|689705|ÉÉC Jean-Paul II|Élémentaire|Catholique|Français|328
B67318|CSDC Centre-Sud|795917|ÉÉC Le-Petit-Prince|Élémentaire|Catholique|Français|319
B67318|CSDC Centre-Sud|705411|ÉÉC Marguerite-Bourgeois-Borden|Élémentaire|Catholique|Français|188
B67318|CSDC Centre-Sud|733555|ÉÉC Monseigneur-Jamot|Élémentaire|Catholique|Français|205
B67318|CSDC Centre-Sud|690007|ÉÉC Monseigneur-de-Laval|Élémentaire|Catholique|Français|381
B67318|CSDC Centre-Sud|729949|ÉÉC Mère-Élisabeth-Bruyère|Élémentaire|Catholique|Français|195
B67318|CSDC Centre-Sud|737330|ÉÉC Notre-Dame|Élémentaire|Catholique|Français|203
B67318|CSDC Centre-Sud|828752|ÉÉC Notre-Dame-de-la-Huronie|Élémentaire|Catholique|Français|70
B67318|CSDC Centre-Sud|738166|ÉÉC Notre-Dame-de-la-Jeunesse-Ajax|Élémentaire|Catholique|Français|267
B67318|CSDC Centre-Sud|738190|ÉÉC Notre-Dame-de-la-Jeunesse-Niagara.F|Élémentaire|Catholique|Français|133
B67318|CSDC Centre-Sud|705330|ÉÉC René-Lamoureux|Élémentaire|Catholique|Français|281
B67318|CSDC Centre-Sud|774642|ÉÉC Saint-Antoine|Élémentaire|Catholique|Français|121
B67318|CSDC Centre-Sud|815640|ÉÉC Saint-François-d'Assise|Élémentaire|Catholique|Français|159
B67318|CSDC Centre-Sud|802662|ÉÉC Saint-Jean|Élémentaire|Catholique|Français|343
B67318|CSDC Centre-Sud|800490|ÉÉC Saint-Jean-Baptiste|Élémentaire|Catholique|Français|331
B67318|CSDC Centre-Sud|798223|ÉÉC Saint-Jean-de-Lalande|Élémentaire|Catholique|Français|103
B67318|CSDC Centre-Sud|810398|ÉÉC Saint-Joseph|Élémentaire|Catholique|Français|150
B67318|CSDC Centre-Sud|819026|ÉÉC Saint-Louis|Élémentaire|Catholique|Français|185
B67318|CSDC Centre-Sud|841308|ÉÉC Saint-Michel|Élémentaire|Catholique|Français|119
B67318|CSDC Centre-Sud|694632|ÉÉC Saint-Nicolas|Élémentaire|Catholique|Français|384
B67318|CSDC Centre-Sud|837180|ÉÉC Saint-Noël-Chabanel-Cambridge|Élémentaire|Catholique|Français|272
B67318|CSDC Centre-Sud|845744|ÉÉC Saint-Noël-Chabanel-Toronto|Élémentaire|Catholique|Français|196
B67318|CSDC Centre-Sud|842524|ÉÉC Saint-Philippe|Élémentaire|Catholique|Français|237
B67318|CSDC Centre-Sud|848808|ÉÉC Saint-René-Goupil|Élémentaire|Catholique|Français|198
B67318|CSDC Centre-Sud|861529|ÉÉC Sainte-Croix|Élémentaire|Catholique|Français|65
B67318|CSDC Centre-Sud|690740|ÉÉC Sainte-Jeanne-d'Arc|Élémentaire|Catholique|Français|483
B67318|CSDC Centre-Sud|862525|ÉÉC Sainte-Madeleine|Élémentaire|Catholique|Français|302
B67318|CSDC Centre-Sud|730211|ÉÉC Sainte-Marguerite-Bourgeoys-Brantfrd|Élémentaire|Catholique|Français|153
B67318|CSDC Centre-Sud|822671|ÉÉC Sainte-Marguerite-Bourgeoys-Markham|Élémentaire|Catholique|Français|443
B67318|CSDC Centre-Sud|838632|ÉÉC Sainte-Marguerite-Bourgeoys-St.Cath|Élémentaire|Catholique|Français|144
B67318|CSDC Centre-Sud|773557|ÉÉC Sainte-Marguerite-d'Youville|Élémentaire|Catholique|Français|499
B67318|CSDC Centre-Sud|822000|ÉÉC Sainte-Marie-Oakville|Élémentaire|Catholique|Français|393
B67318|CSDC Centre-Sud|725714|ÉÉC Sainte-Marie-Simcoe|Élémentaire|Catholique|Français|81
B67318|CSDC Centre-Sud|758965|ÉÉC Samuel-de-Champlain|Élémentaire|Catholique|Français|105
B67318|CSDC Centre-Sud|760021|ÉÉC du Bon-Berger|Élémentaire|Catholique|Français|39
B67318|CSDC Centre-Sud|861391|ÉÉC du Sacré-Coeur-Georgetown|Élémentaire|Catholique|Français|186
B67318|CSDC Centre-Sud|755532|ÉÉC du Sacré-Coeur-Toronto|Élémentaire|Catholique|Français|157
B67318|CSDC Centre-Sud|727270|ÉÉC du Sacré-Coeur-Welland|Élémentaire|Catholique|Français|332
B29114|CSDC Franco-Nord|848662|É Saint-Raymond|Élémentaire|Catholique|Français|122
B29114|CSDC Franco-Nord|701580|É Sép Christ-Roi|Élémentaire|Catholique|Français|40
B29114|CSDC Franco-Nord|753068|É Sép La Résurrection|Élémentaire|Catholique|Français|247
B29114|CSDC Franco-Nord|728101|É Sép Lorrain|Élémentaire|Catholique|Français|22
B29114|CSDC Franco-Nord|730440|É Sép Mariale|Élémentaire|Catholique|Français|18
B29114|CSDC Franco-Nord|854590|É Sép Saint-Thomas-D'Aquin|Élémentaire|Catholique|Français|227
B29114|CSDC Franco-Nord|858366|É Sép Saint-Vincent|Élémentaire|Catholique|Français|170
B29114|CSDC Franco-Nord|860441|É Sép Sainte-Anne|Élémentaire|Catholique|Français|119
B29114|CSDC Franco-Nord|730335|É Sép Ste-Marguerite-d'Youville|Élémentaire|Catholique|Français|193
B29114|CSDC Franco-Nord|712592|É Élém C Saints-Anges|Élémentaire|Catholique|Français|263
B29114|CSDC Franco-Nord|781255|É Élém C St-Joseph|Élémentaire|Catholique|Français|321
B29114|CSDC Franco-Nord|685011|ÉS C Algonquin|Secondaire|Catholique|Français|504
B29114|CSDC Franco-Nord|697605|ÉS C Algonquin|Élémentaire|Catholique|Français|230
B29114|CSDC Franco-Nord|710660|ÉS C Franco-Cité|Secondaire|Catholique|Français|333
B29114|CSDC Franco-Nord|689730|ÉS C Élisabeth-Bruyère|Élémentaire|Catholique|Français|27
B29114|CSDC Franco-Nord|710504|ÉS C Élisabeth-Bruyère|Secondaire|Catholique|Français|54
B67326|CSDC de l'Est ontarien|705446|Centre d'éduc./form. de l'Est ontarien|Secondaire|Catholique|Français|194
B67326|CSDC de l'Est ontarien|705225|É Élém C Curé-Labrosse|Élémentaire|Catholique|Français|65
B67326|CSDC de l'Est ontarien|698202|É Élém C Du Rosaire|Élémentaire|Catholique|Français|77
B67326|CSDC de l'Est ontarien|753297|É Élém C Elda-Rouleau|Élémentaire|Catholique|Français|285
B67326|CSDC de l'Est ontarien|754102|É Élém C Embrun - Pav. Saint-Jean/Pav. La Croisée|Élémentaire|Catholique|Français|645
B67326|CSDC de l'Est ontarien|725668|É Élém C La Source|Élémentaire|Catholique|Français|102
B67326|CSDC de l'Est ontarien|861367|É Élém C Marie-Tanguay|Élémentaire|Catholique|Français|391
B67326|CSDC de l'Est ontarien|737208|É Élém C Notre-Dame|Élémentaire|Catholique|Français|283
B67326|CSDC de l'Est ontarien|707465|É Élém C Notre-Dame-du-Rosaire|Élémentaire|Catholique|Français|73
B67326|CSDC de l'Est ontarien|750034|É Élém C Paul VI|Élémentaire|Catholique|Français|377
B67326|CSDC de l'Est ontarien|698075|É Élém C Sacré-Coeur|Élémentaire|Catholique|Français|161
B67326|CSDC de l'Est ontarien|766321|É Élém C Saint-Albert|Élémentaire|Catholique|Français|50
B67326|CSDC de l'Est ontarien|795186|É Élém C Saint-Grégoire|Élémentaire|Catholique|Français|140
B67326|CSDC de l'Est ontarien|798304|É Élém C Saint-Isidore|Élémentaire|Catholique|Français|165
B67326|CSDC de l'Est ontarien|799998|É Élém C Saint-Jean-Baptiste|Élémentaire|Catholique|Français|254
B67326|CSDC de l'Est ontarien|753840|É Élém C Saint-Joseph (Russell)|Élémentaire|Catholique|Français|225
B67326|CSDC de l'Est ontarien|813257|É Élém C Saint-Joseph (Wendover)|Élémentaire|Catholique|Français|135
B67326|CSDC de l'Est ontarien|697680|É Élém C Saint-Mathieu|Élémentaire|Catholique|Français|171
B67326|CSDC de l'Est ontarien|841595|É Élém C Saint-Paul|Élémentaire|Catholique|Français|212
B67326|CSDC de l'Est ontarien|857327|É Élém C Saint-Viateur|Élémentaire|Catholique|Français|273
B67326|CSDC de l'Est ontarien|857459|É Élém C Saint-Victor|Élémentaire|Catholique|Français|180
B67326|CSDC de l'Est ontarien|697940|É Élém C Sainte-Félicité|Élémentaire|Catholique|Français|223
